GSMID	GSEID	BrendaTerm
GSM158826	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158827	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158824	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158825	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM97896	GSE4290	brain
GSM97897	GSE4290	brain
GSM97890	GSE4290	brain
GSM97891	GSE4290	brain
GSM299748	GSE11869	Ishikawa cell
GSM299745	GSE11869	Ishikawa cell
GSM299744	GSE11869	Ishikawa cell
GSM299747	GSE11869	Ishikawa cell
GSM299746	GSE11869	Ishikawa cell
GSM299741	GSE11869	Ishikawa cell
GSM299740	GSE11869	Ishikawa cell
GSM299743	GSE11869	Ishikawa cell
GSM299742	GSE11869	Ishikawa cell
GSM158798	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158799	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158790	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158791	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158792	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158793	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158794	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158795	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158796	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158797	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM624846	GSE25458	Ishikawa cell, uterine endometrial cancer cell
GSM140953	GSE6090	dendritic cell
GSM624848	GSE25458	Ishikawa cell, uterine endometrial cancer cell
GSM624849	GSE25458	Ishikawa cell, uterine endometrial cancer cell
GSM275248	GSE10846, GSE17372	lymph node
GSM275249	GSE10846, GSE17372	lymph node
GSM275246	GSE10846	lymph node
GSM275247	GSE10846, GSE17372	lymph node
GSM275244	GSE10846	lymph node
GSM275245	GSE10846	lymph node
GSM275242	GSE10846, GSE17372	lymph node
GSM275243	GSE10846, GSE17372	lymph node
GSM275240	GSE10846, GSE17372	lymph node
GSM275241	GSE10846, GSE17372	lymph node
GSM60588	GSE2842	peripheral blood
GSM183466	GSE7568	macrophage
GSM183467	GSE7568	macrophage
GSM183464	GSE7568	macrophage
GSM183465	GSE7568	macrophage
GSM183462	GSE7568	macrophage
GSM183463	GSE7568	macrophage
GSM386248	GSE15389, GSE15396	peripheral blood mononuclear cell
GSM386247	GSE15389, GSE15396	peripheral blood mononuclear cell
GSM386246	GSE15389, GSE15396	peripheral blood mononuclear cell
GSM386242	GSE15389, GSE15396	peripheral blood mononuclear cell
GSM547814	GSE22036	T-cell lymphoma cell
GSM386240	GSE15389, GSE15396	peripheral blood mononuclear cell
GSM547812	GSE22036	T-cell lymphoma cell
GSM388425	GSE15481	MCF-7 cell
GSM388424	GSE15481	MCF-7 cell
GSM388427	GSE15481	MCF-7 cell
GSM388426	GSE15481	MCF-7 cell
GSM388429	GSE15481	MCF-7 cell
GSM388428	GSE15481	MCF-7 cell
GSM93941	GSE4107	colon
GSM726201	GSE10358	bone marrow
GSM372567	GSE14951	liver
GSM387194	GSE15434	mononuclear cell, acute myeloid leukemia cell
GSM387195	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387196	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387190	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387191	GSE15434	mononuclear cell, acute myeloid leukemia cell
GSM387192	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387193	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387198	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387199	GSE15434	mononuclear cell, acute myeloid leukemia cell
GSM466183	GSE18791	monocyte-derived dendritic cell
GSM276209	GSE10896	U-937 cell
GSM466187	GSE18791	monocyte-derived dendritic cell
GSM466186	GSE18791	monocyte-derived dendritic cell
GSM466185	GSE18791	monocyte-derived dendritic cell
GSM466184	GSE18791	monocyte-derived dendritic cell
GSM187778	GSE7757	blood, bone marrow, leukemia cell, leukocyte
GSM187779	GSE7757	blood, bone marrow, leukemia cell, leukocyte
GSM187776	GSE7757	peripheral blood, leukemia cell, leukocyte
GSM187777	GSE7757	blood, bone marrow, leukemia cell, leukocyte
GSM187774	GSE7757	blood, bone marrow, leukemia cell, leukocyte
GSM187775	GSE7757	blood, bone marrow, leukemia cell, leukocyte
GSM187772	GSE7757	blood, bone marrow, leukemia cell, leukocyte
GSM187773	GSE7757	blood, bone marrow, leukemia cell, leukocyte
GSM187770	GSE7757	blood, bone marrow, leukemia cell, leukocyte
GSM187771	GSE7757	blood, bone marrow, leukemia cell, leukocyte
GSM646764	GSE26339	adipose tissue
GSM646763	GSE26339	adipose tissue
GSM646762	GSE26339	adipose tissue
GSM726203	GSE10358	bone marrow
GSM407213	GSE16214	peripheral blood mononuclear cell
GSM187198	GSE7696	brain
GSM187199	GSE7696	brain
GSM187192	GSE7696	brain
GSM187193	GSE7696	brain
GSM187190	GSE7696	brain
GSM187191	GSE7696	brain
GSM187196	GSE7696	brain
GSM187197	GSE7696	brain
GSM187194	GSE7696	brain
GSM187195	GSE7696	brain
GSM400785	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400784	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400787	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400786	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400781	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400780	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400783	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400782	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400789	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400788	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM272276	GSE10780	breast
GSM272277	GSE10780	breast
GSM272274	GSE10780	breast
GSM272275	GSE10780	breast
GSM272272	GSE10780	breast
GSM272273	GSE10780	breast
GSM272270	GSE10780	breast
GSM272271	GSE10780	breast
GSM272278	GSE10780	breast
GSM272279	GSE10780	breast
GSM446130	GSE17855	acute myeloid leukemia cell
GSM446131	GSE17855	acute myeloid leukemia cell
GSM446132	GSE17855	acute myeloid leukemia cell
GSM446133	GSE17855	acute myeloid leukemia cell
GSM446134	GSE17855	acute myeloid leukemia cell
GSM446135	GSE17855	acute myeloid leukemia cell
GSM446136	GSE17855	acute myeloid leukemia cell
GSM446137	GSE17855	acute myeloid leukemia cell
GSM446138	GSE17855	acute myeloid leukemia cell
GSM446139	GSE17855	acute myeloid leukemia cell
GSM342818	GSE13070	adipose tissue
GSM238808	GSE5281	hippocampus
GSM342706	GSE13070	skeletal muscle
GSM342705	GSE13070	adipose tissue
GSM342700	GSE13070	adipose tissue
GSM342701	GSE13070	skeletal muscle
GSM407209	GSE16214	peripheral blood mononuclear cell
GSM407208	GSE16214	peripheral blood mononuclear cell
GSM407201	GSE16214	peripheral blood mononuclear cell
GSM407200	GSE16214	peripheral blood mononuclear cell
GSM407203	GSE16214	peripheral blood mononuclear cell
GSM407202	GSE16214	peripheral blood mononuclear cell
GSM407205	GSE16214	peripheral blood mononuclear cell
GSM407204	GSE16214	peripheral blood mononuclear cell
GSM407207	GSE16214	peripheral blood mononuclear cell
GSM407206	GSE16214	peripheral blood mononuclear cell
GSM401128	GSE16028	blood
GSM401129	GSE16028	blood
GSM401122	GSE16028	blood
GSM401123	GSE16028	blood
GSM401120	GSE16028	blood
GSM401121	GSE16028	blood
GSM401126	GSE16028	blood
GSM401127	GSE16028	blood
GSM401124	GSE16028	blood
GSM401125	GSE16028	blood
GSM350347	GSE13904	blood
GSM350346	GSE13904	blood
GSM261100	GSE10334	gingiva
GSM261101	GSE10334	gingiva
GSM261102	GSE10334	gingiva
GSM261103	GSE10334	gingiva
GSM261104	GSE10334	gingiva
GSM261105	GSE10334	gingiva
GSM261106	GSE10334	gingiva
GSM261107	GSE10334	gingiva
GSM261108	GSE10334	gingiva
GSM261109	GSE10334	gingiva
GSM475718	GSE19188	lung
GSM248210	GSE9832	MRC-5 cell
GSM248213	GSE9832	BJ cell
GSM248214	GSE9832	BJ cell
GSM109792	GSE4883	macrophage, peripheral blood, leukemia cell, leukocyte
GSM109793	GSE4883	macrophage, peripheral blood, leukemia cell, leukocyte
GSM109790	GSE4883	macrophage, peripheral blood, leukemia cell, leukocyte
GSM109791	GSE4883	macrophage, peripheral blood, leukemia cell, leukocyte
GSM109794	GSE4883	macrophage, peripheral blood, leukemia cell, leukocyte
GSM109795	GSE4883	macrophage, peripheral blood, leukemia cell, leukocyte
GSM674846	GSE27291	T-lymphocyte, peripheral blood lymphocyte
GSM674845	GSE27291	T-lymphocyte, peripheral blood lymphocyte
GSM674843	GSE27291	T-lymphocyte, peripheral blood lymphocyte
GSM674842	GSE27291	T-lymphocyte, peripheral blood lymphocyte
GSM674841	GSE27291	T-lymphocyte, peripheral blood lymphocyte
GSM674840	GSE27291	T-lymphocyte, peripheral blood lymphocyte
GSM388088	GSE15471	pancreas
GSM25854	GSE1145	heart, cardiac muscle
GSM25853	GSE1145	heart, cardiac muscle
GSM25852	GSE1145	heart, cardiac muscle
GSM25851	GSE1145	heart, cardiac muscle
GSM25850	GSE1145	heart, cardiac muscle
GSM648611	GSE26440	blood
GSM648610	GSE26440	blood
GSM648613	GSE26440	blood
GSM648612	GSE26440	blood
GSM648615	GSE26440	blood
GSM648614	GSE26440	blood
GSM648617	GSE26440	blood
GSM648616	GSE26440	blood
GSM648619	GSE26440	blood
GSM648618	GSE26440	blood
GSM306786	GSE12187	blood
GSM306787	GSE12187	blood
GSM306784	GSE12187	blood
GSM306785	GSE12187	blood
GSM306782	GSE12187	blood
GSM306783	GSE12187	blood
GSM306780	GSE12187	blood
GSM253678	GSE10041	blood
GSM253677	GSE10041	blood
GSM253676	GSE10041	blood
GSM253675	GSE10041	blood
GSM253674	GSE10041	blood
GSM300178	GSE11882	hippocampus
GSM300173	GSE11882	entorhinal cortex
GSM300172	GSE11882	hippocampus
GSM300171	GSE11882	hippocampus
GSM300170	GSE11882	hippocampus
GSM300177	GSE11882	entorhinal cortex
GSM300174	GSE11882	hippocampus
GSM452153	GSE18088	colon
GSM452152	GSE18088	colon
GSM452151	GSE18088	colon
GSM280934	GSE11135	mononuclear cell, acute myeloid leukemia cell
GSM280935	GSE11135	mononuclear cell, acute myeloid leukemia cell
GSM280930	GSE11135	Hep-G2 cell
GSM280931	GSE11135	Hep-G2 cell
GSM280932	GSE11135	mononuclear cell, chronic myeloid leukemia cell
GSM280933	GSE11135	mononuclear cell, chronic lymphocytic leukemia cell
GSM452157	GSE18088	colon
GSM452156	GSE18088	colon
GSM261175	GSE10334	gingiva
GSM452155	GSE18088	colon
GSM381258	GSE15258	blood
GSM452154	GSE18088	colon
GSM261179	GSE10334	gingiva
GSM381254	GSE15258	blood
GSM297881	GSE11761	peripheral blood mononuclear cell
GSM575702	GSE23501	lymph node, B-cell lymphoma cell
GSM553484	GSE22224	peripheral blood mononuclear cell
GSM475723	GSE19188	lung
GSM612266	GSE24897	macrophage
GSM612263	GSE24897	macrophage
GSM612269	GSE24897	macrophage
GSM612268	GSE24897	macrophage
GSM452191	GSE18088	colon
GSM299958	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM299954	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM299955	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM299957	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM466994	GSE18842	lung
GSM466995	GSE18842	lung
GSM466996	GSE18842	lung
GSM466997	GSE18842	lung
GSM466992	GSE18842	lung
GSM466993	GSE18842	lung
GSM159054	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159055	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159056	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159057	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159050	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159051	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159052	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159053	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159058	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159059	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM440235	GSE17639	reticulocyte, peripheral blood
GSM440234	GSE17639	reticulocyte, peripheral blood
GSM306198	GSE12172	ovarian serous carcinoma cell
GSM249908	GSE9890, GSE9899	endometrioid carcinoma cell
GSM249909	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249906	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249907	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249904	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249905	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249900	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249901	GSE9890, GSE9899	endometrioid carcinoma cell
GSM538947	GSE21589	lymph node
GSM538946	GSE21589	lymph node
GSM538945	GSE21589	lymph node
GSM538944	GSE21589	lymph node
GSM538943	GSE21589	lymph node
GSM538942	GSE21589	lymph node
GSM538941	GSE21589	lymph node
GSM538940	GSE21589	lymph node
GSM372150	GSE14897	embryonic stem cell line
GSM372151	GSE14897	embryonic stem cell line
GSM372152	GSE14897	embryonic stem cell line
GSM380048	GSE15220	testis
GSM276012	GSE10890	breast cancer cell line
GSM276013	GSE10890	breast cancer cell line
GSM276010	GSE10890	breast cancer cell line
GSM276011	GSE10890	breast cancer cell line
GSM276016	GSE10890	T-47D cell
GSM276017	GSE10890	breast cancer cell line
GSM276014	GSE10890	breast cancer cell line
GSM276015	GSE10890	SK-BR-3 cell
GSM276018	GSE10890	breast cancer cell line
GSM276019	GSE10890	breast cancer cell line
GSM306238	GSE12172	ovarian serous carcinoma cell
GSM306239	GSE12172	ovarian low malignant potential tumor cell
GSM306236	GSE12172	ovarian serous carcinoma cell
GSM306237	GSE12172	ovarian serous carcinoma cell
GSM306234	GSE12172	ovarian serous carcinoma cell
GSM306235	GSE12172	ovarian serous carcinoma cell
GSM306232	GSE12172	ovarian low malignant potential tumor cell
GSM306233	GSE12172	ovarian low malignant potential tumor cell
GSM306230	GSE12172	ovarian low malignant potential tumor cell
GSM306231	GSE12172	ovarian low malignant potential tumor cell
GSM190964	GSE7874	hematopoietic cell, hematopoietic stem cell
GSM274951	GSE10846	lymph node
GSM274950	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274953	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM274952	GSE10846, GSE11318	lymph node, B-cell lymphoma cell
GSM60590	GSE2842	peripheral blood
GSM60593	GSE2842	peripheral blood
GSM172428	GSE7158	monocyte
GSM172429	GSE7158	monocyte
GSM172426	GSE7158	monocyte
GSM172427	GSE7158	monocyte
GSM172424	GSE7158	monocyte
GSM172425	GSE7158	monocyte
GSM172422	GSE7158	monocyte
GSM172423	GSE7158	monocyte
GSM172420	GSE7158	monocyte
GSM172421	GSE7158	monocyte
GSM197197	GSE7967	umbilical cord blood
GSM197196	GSE7967	umbilical cord blood
GSM197195	GSE7967	umbilical cord blood
GSM197194	GSE7967	umbilical cord blood
GSM197193	GSE7967	umbilical cord blood
GSM197192	GSE7967	umbilical cord blood
GSM197191	GSE7967	umbilical cord blood
GSM197190	GSE7967	umbilical cord blood
GSM197199	GSE7967	umbilical cord blood
GSM197198	GSE7967	umbilical cord blood
GSM349743	GSE13887	T-lymphocyte
GSM349742	GSE13887	T-lymphocyte
GSM349741	GSE13887	T-lymphocyte
GSM349740	GSE13887	T-lymphocyte
GSM349747	GSE13887	T-lymphocyte
GSM349746	GSE13887	T-lymphocyte
GSM349745	GSE13887	T-lymphocyte
GSM349744	GSE13887	T-lymphocyte
GSM349749	GSE13887	T-lymphocyte
GSM349748	GSE13887	T-lymphocyte
GSM306183	GSE12172	ovarian serous carcinoma cell
GSM60594	GSE2842	T-cell acute lymphoblastic leukemia cell, peripheral blood
GSM194080	GSE7888	mesenchymal stem cell, bone marrow
GSM194081	GSE7888	mesenchymal stem cell, bone marrow
GSM194082	GSE7888	mesenchymal stem cell, bone marrow
GSM194083	GSE7888	mesenchymal stem cell, bone marrow
GSM194084	GSE7888	mesenchymal stem cell, bone marrow
GSM194085	GSE7888	mesenchymal stem cell, bone marrow
GSM194086	GSE7888	mesenchymal stem cell, bone marrow
GSM194087	GSE7888	mesenchymal stem cell, bone marrow
GSM194088	GSE7888	mesenchymal stem cell, bone marrow
GSM194089	GSE7888	mesenchymal stem cell, bone marrow
GSM60597	GSE2842	acute lymphoblastic leukemia cell, peripheral blood
GSM318091	GSE12667	lung
GSM318090	GSE12667	lung
GSM318093	GSE12667	lung
GSM318092	GSE12667	lung
GSM318095	GSE12667	lung
GSM318097	GSE12667	lung
GSM318096	GSE12667	lung
GSM318099	GSE12667	lung
GSM318098	GSE12667	lung
GSM475699	GSE19188	lung
GSM475693	GSE19188	lung
GSM475690	GSE19188	lung
GSM475697	GSE19188	lung
GSM475695	GSE19188	lung
GSM426509	GSE7874	hematopoietic cell, hematopoietic stem cell
GSM426508	GSE7874	hematopoietic cell, hematopoietic stem cell
GSM426507	GSE7874	hematopoietic cell, hematopoietic stem cell
GSM426506	GSE7874	hematopoietic cell, hematopoietic stem cell
GSM281041	GSE11135	Hep-G2 cell
GSM281040	GSE11135	Hep-G2 cell
GSM468354	GSE18897	blood
GSM468355	GSE18897	blood
GSM468356	GSE18897	blood
GSM468357	GSE18897	blood
GSM468350	GSE18897	blood
GSM468351	GSE18897	blood
GSM468352	GSE18897	blood
GSM468353	GSE18897	blood
GSM468358	GSE18897	blood
GSM468359	GSE18897	blood
GSM182149	GSE7741	liver
GSM201281	GSE8121	blood
GSM201280	GSE8121	blood
GSM201283	GSE8121	blood
GSM201282	GSE8121	blood
GSM201285	GSE8121	blood
GSM201284	GSE8121	blood
GSM201287	GSE8121	blood
GSM201286	GSE8121	blood
GSM201289	GSE8121	blood
GSM201288	GSE8121	blood
GSM371759	GSE14834	T-cell acute lymphoblastic leukemia cell, bone marrow
GSM371758	GSE14834	T-cell acute lymphoblastic leukemia cell, bone marrow
GSM491268	GSE19615	breast
GSM280871	GSE11135	Hep-G2 cell
GSM280870	GSE11135	Hep-G2 cell
GSM280875	GSE11135	Hep-G2 cell
GSM280874	GSE11135	Hep-G2 cell
GSM280877	GSE11135	mononuclear cell, chronic lymphocytic leukemia cell
GSM280876	GSE11135	mononuclear cell, chronic myeloid leukemia cell
GSM280879	GSE11135	mononuclear cell, acute myeloid leukemia cell
GSM280878	GSE11135	mononuclear cell, acute myeloid leukemia cell
GSM257639	GSE10739, GSE11462	Mono-Mac-6 cell
GSM257635	GSE10739, GSE11462	Mono-Mac-6 cell
GSM410771	GSE16363	lymph node
GSM388076	GSE15471	pancreas
GSM388077	GSE15471	pancreas
GSM410770	GSE16363	lymph node
GSM388078	GSE15471	pancreas
GSM388079	GSE15471	pancreas
GSM552508	GSE22242	colon
GSM281837	GSE11190	liver
GSM449203	GSE17951	prostate gland
GSM281838	GSE11190	liver
GSM281839	GSE11190	liver
GSM418128	GSE16683	HUVEC cell
GSM418129	GSE16683	HUVEC cell
GSM418126	GSE16683	HUVEC cell
GSM418127	GSE16683	HUVEC cell
GSM534462	GSE14668	liver
GSM422299	GSE17186	B-lymphocyte, umbilical cord blood
GSM422298	GSE17186	B-lymphocyte, umbilical cord blood
GSM662655	GSE26906	colon
GSM662654	GSE26906	colon
GSM662657	GSE26906	colon
GSM662651	GSE26906	colon
GSM662650	GSE26906	colon
GSM494607	GSE19804	lung
GSM494606	GSE19804	lung
GSM337500	GSE13367	colon
GSM337501	GSE13367	colon
GSM337502	GSE13367	colon
GSM337503	GSE13367	colon
GSM337504	GSE13367	colon
GSM337505	GSE13367	colon
GSM337506	GSE13367	colon
GSM337507	GSE13367	colon
GSM337508	GSE13367	colon
GSM337509	GSE13367	colon
GSM135229	GSE5787	squamous cell carcinoma cell, cervical carcinoma cell
GSM523868	GSE20950	adipose tissue
GSM523869	GSE20950	adipose tissue
GSM523860	GSE20950	adipose tissue
GSM523861	GSE20950	adipose tissue
GSM523862	GSE20950	adipose tissue
GSM523863	GSE20950	adipose tissue
GSM523864	GSE20950	adipose tissue
GSM523865	GSE20950	adipose tissue
GSM523866	GSE20950	adipose tissue
GSM523867	GSE20950	adipose tissue
GSM361358	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361359	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361352	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361353	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361350	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361351	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361356	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361357	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361354	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM361355	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
